0,1
1,1
2,99
3,1
4,1
5,1
6,82
7,26
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,22
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,36
30,125
31,1
32,49
33,1
34,196
35,91
36,25
37,1
38,1
39,130
40,1
41,26
42,87
43,1
44,1
45,1
46,1
47,1
48,87
49,91
50,1
51,1
52,1
53,1
54,1
55,26
56,1
57,164
58,1
59,1
60,155
61,91
62,87
63,1
64,26
65,1
66,1
67,164
68,1
69,1
70,1
71,1
72,1
73,14
74,49
75,161
76,40
77,1
78,1
79,1
80,1
81,26
82,1
83,1
84,1
85,49
86,1
87,133
88,1
89,1
90,87
91,1
92,1
93,1
94,116
95,1
96,1
97,1
98,91
99,1
100,1
101,1
102,1
103,125
104,1
105,36
106,1
107,1
108,100
109,1
110,1
111,1
112,128
113,165
114,1
115,26
116,184
117,196
118,1
119,1
120,1
121,1
122,1
123,1
124,60
125,1
126,36
127,40
128,147
129,1
130,1
131,1
132,113
133,105
134,1
135,50
136,1
137,1
138,104
139,171
140,36
141,36
142,1
143,1
144,1
145,1
146,1
147,1
148,196
149,1
150,73
151,1
152,196
153,1
154,1
155,1
156,26
157,1
158,1
159,1
160,94
161,1
162,1
163,26
164,1
165,94
166,1
167,1
168,36
169,1
170,26
171,24
172,1
173,1
174,128
175,1
176,130
177,1
178,1
179,1
180,1
181,1
182,13
183,1
184,1
185,162
186,1
187,1
188,1
189,123
190,1
191,49
192,1
193,1
194,1
195,1
196,1
197,122
198,1
199,87
200,1
201,112
202,1
203,96
204,102
205,116
206,114
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,198
215,117
216,1
217,122
218,60
219,1
220,60
221,122
222,1
223,1
224,1
225,89
226,1
227,1
228,1
229,1
230,1
231,61
232,1
233,36
234,128
235,1
236,1
237,1
238,1
239,49
240,1
241,36
242,161
243,113
244,1
245,1
246,1
247,1
248,1
249,69
250,87
251,1
252,193
253,1
254,90
255,1
256,1
257,147
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
266,36
267,87
268,1
269,1
270,1
271,1
272,1
273,1
274,79
275,1
276,1
277,90
278,1
279,94
280,1
281,1
282,1
283,117
284,1
285,126
286,24
287,130
288,1
289,1
290,165
291,152
292,40
293,1
294,1
295,1
296,152
297,116
298,1
299,1
300,1
301,1
302,1
303,1
304,1
305,186
306,1
307,96
308,1
309,1
310,1
311,107
312,107
313,1
314,0
315,146
316,1
317,1
318,1
319,114
320,25
321,146
322,1
323,1
324,24
325,1
326,24
327,1
328,1
329,107
330,127
331,1
332,1
333,25
334,115
335,1
336,1
337,1
338,114
339,154
340,100
341,171
342,1
343,1
344,1
345,1
346,197
347,1
348,98
349,117
350,1
351,125
352,197
353,1
354,1
355,24
356,122
357,1
358,146
359,1
360,164
361,1
362,94
363,1
364,101
365,1
366,114
367,191
368,1
369,101
370,1
371,147
372,1
373,101
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,187
383,103
384,1
385,36
386,87
387,102
388,1
389,22
390,1
391,191
392,1
393,1
394,1
395,62
396,1
397,1
398,127
399,1
400,50
401,128
402,1
403,1
404,125
405,82
406,36
407,1
408,1
409,1
410,82
411,23
412,1
413,151
414,113
415,89
416,1
417,94
418,23
419,1
420,1
421,116
422,1
423,164
424,1
425,127
426,24
427,123
428,24
429,1
430,1
431,151
432,196
433,73
434,1
435,1
436,1
437,1
438,24
439,1
440,1
441,1
442,154
443,1
444,111
445,128
446,49
447,1
448,1
449,1
450,1
451,1
452,112
453,1
454,36
455,73
456,1
457,111
458,102
459,1
460,1
461,1
462,89
463,36
464,96
465,1
466,1
467,1
468,1
469,1
470,150
471,1
472,1
473,1
474,182
475,155
476,164
477,1
478,61
479,90
480,1
481,1
482,1
483,1
484,36
485,101
486,101
487,2
488,196
489,3
490,4
491,4
492,73
493,1
494,5
495,1
496,117
497,115
498,115
499,149
500,6
501,7
502,7
503,8
504,8
505,1
506,9
507,9
508,9
509,10
510,36
511,36
512,36
513,11
514,122
515,80
516,1
517,26
518,94
519,23
520,1
521,1
522,1
523,1
524,180
525,146
526,164
527,50
528,14
529,1
530,1
531,191
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,90
542,1
543,1
544,79
545,1
546,1
547,171
548,1
549,1
550,106
551,1
552,1
553,87
554,91
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,103
566,147
567,1
568,1
569,1
570,86
571,1
572,130
573,1
574,117
575,1
576,1
577,103
578,1
579,1
580,12
581,113
582,40
583,117
584,128
585,13
586,1
587,182
588,101
589,1
590,91
591,191
592,155
593,73
594,1
595,1
596,14
597,1
598,1
599,22
600,106
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,87
611,1
612,1
613,1
614,1
615,1
616,164
617,133
618,127
619,1
620,22
621,191
622,79
623,1
624,106
625,96
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,40
636,25
637,161
638,194
639,1
640,1
641,1
642,82
643,149
644,149
645,149
646,149
647,149
648,1
649,1
650,1
651,82
652,1
653,1
654,1
655,191
656,1
657,1
658,1
659,105
660,170
661,1
662,1
663,1
664,1
665,1
666,80
667,1
668,73
669,1
670,1
671,1
672,125
673,1
674,113
675,1
676,1
677,1
678,1
679,73
680,1
681,73
682,1
683,113
684,98
685,150
686,1
687,1
688,1
689,1
690,1
691,22
692,69
693,1
694,1
695,1
696,187
697,151
698,1
699,73
700,100
701,1
702,1
703,185
704,108
705,26
706,1
707,1
708,1
709,24
710,1
711,22
712,1
713,1
714,149
715,1
716,154
717,150
718,1
719,1
720,1
721,61
722,126
723,1
724,146
725,1
726,128
727,116
728,91
729,130
730,1
731,1
732,87
733,122
734,1
735,13
736,1
737,1
738,60
739,1
740,1
741,1
742,1
743,107
744,1
745,107
746,1
747,50
748,25
749,1
750,1
751,1
752,23
753,96
754,1
755,1
756,1
757,1
758,73
759,1
760,1
761,22
762,1
763,146
764,165
765,1
766,1
767,1
768,1
769,26
770,1
771,170
772,195
773,49
774,1
775,1
776,108
777,122
778,1
779,1
780,69
781,1
782,1
783,1
784,87
785,1
786,147
787,13
788,1
789,89
790,73
791,146
792,1
793,40
794,1
795,1
796,1
797,115
798,124
799,1
800,79
801,1
802,60
803,1
804,91
805,1
806,196
807,1
808,1
809,129
810,1
811,1
812,49
813,1
